"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(5, 146)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(6, 146)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(7, 146)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(8, 146)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(1, 147)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(2, 147)",2017,5,CHOA CHU KANG,561,147,Apartment,1996,3333
"(3, 147)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(4, 147)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(5, 147)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(6, 147)",2017,6,CHOA CHU KANG,272,147,Apartment,1993,3299
"(7, 147)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(8, 147)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(1, 148)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(2, 148)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(3, 148)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(4, 148)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(5, 148)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 148)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 148)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(8, 148)",2017,10,CHOA CHU KANG,753,148,Apartment,1995,3108
"(1, 149)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(2, 149)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(3, 149)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(4, 149)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(5, 149)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 149)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 149)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 149)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(1, 150)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(2, 150)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(3, 150)",2017,4,CHOA CHU KANG,120,154,Maisonette,1989,3409
"(4, 150)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(5, 150)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 150)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 150)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 150)",2017,7,BUKIT PANJANG,133,150,Maisonette,1988,3300
