"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(1, 102)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 102)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 102)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 103)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 103)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 103)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 104)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 104)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 104)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 105)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 105)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 105)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 106)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 106)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 106)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 107)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(2, 107)",2021,4,CHOA CHU KANG,681,107,Premium Apartment,1999,3307
"(3, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 107)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 108)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 108)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 108)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 109)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 109)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 109)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 110)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 110)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 110)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 111)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 111)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 111)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 112)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 112)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 112)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 113)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 113)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 113)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 114)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 114)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 114)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 115)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 115)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 115)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 116)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 116)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 116)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 117)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 117)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 117)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 118)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 118)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 118)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 119)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 119)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 119)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 120)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 120)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 120)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 121)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 121)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 121)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 122)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 122)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 122)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 123)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 123)",2021,5,CHOA CHU KANG,13,123,Improved,1979,3415
"(3, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 123)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 124)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 124)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 124)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 125)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 125)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 125)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 126)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 126)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 126)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 127)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 127)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 127)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 128)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 128)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 128)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 129)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 129)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 129)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 130)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 130)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(4, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(5, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(6, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(7, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(8, 130)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
"(1, 131)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(2, 131)",2021,4,CHOA CHU KANG,515,133,Model A,1995,3571
"(3, 131)",2021,6,CHOA CHU KANG,531,148,Apartment,1995,3243
